BRAND NAME,PRODUCT NAME,CATEGORY,SUBCATEGORY,INGREDIENTS,NOVA Group
Maître Jean Pierre,Pain de Mie Spécial Sandwich Complet - Maître Jean Pierre - 750 g,"Plant-based foods and beverages,  Plant-based foods"," Wholemeal breads,  Wholemeal sliced breads","61% farine de blé complet, eau, sucre, 3% farine de blé, huile de colza, sel, levure, farine de fève, arôme, alcool",Ultra processed foods
Weetabix,Weetabix - 430 g,"Plant-based foods and beverages,  Plant-based foods"," Cereals and their products,  Breakfast cereals","wholegrain wheat (95%), malted barley extract, sugar, salt, niacin, iron, riboflavin (b2), thiamin (bi), acid",Processed foods
Pasquier,Pains au lait x10 - Pasquier - 350 g,"Snacks,  Sweet snacks"," Milk bread rolls,  fr:produit inconnu","wheat flour 43%, sourdough 21%, wheat flour 11%, water, salt, fresh eggs 11%, sugar, pastry butter, rapeseed oil, yeast, skimmed milk powder equivalent to 10% reconstituted skimmed milk, emulsifier: mono and diglycerides of fatty acids, salt, wheat protein, wheat gluten, carrot extract, flavourings, antioxidant: ascorbic acid, milk protein",Ultra processed foods
LU,Belvita Original Petit-Déjeuner miel et pépites de chocolat - LU - 435 g,"Snacks,  Breakfasts"," Biscuits,  Chocolate biscuits","cereals 60,4% (full grain 40,4% (whole wheat flour 20,3%, oatmeal 10,8%, whole barley flour 4,9%, whole rye flour 3,4%, wholemeal spelt flour (wheat) 1%), wheat flour 20%, sugar, rapeseed oil, chocolate chips 8,6% (sugar, cocoa paste, cocoa butter, emulsifier (soy lecithin)), flower honey 5,1%, glucose-fructose syrup, upright powder (sodium acid carbonate , disodium diphosphate, ammonium acid carbonate),  salt, emulsifiers (soy lecithin, e472e) , minerals (magnesium carbonate, elemental iron), skimmed milk powder, aroma, vitamins (vitamin e, vitamin b1 (thiamine))",Ultra processed foods
BN,"BN - Chocolate Cookies, 285g (10.4oz) - 285 g","Snacks,  Sweet snacks"," Chocolate biscuits,  Filled biscuits","cereals (wheat flour (33%), whole grains (15.1%) (whole wheat flour (15%), whole rye flour, whole barley flour)), sugar, vegetable fats (palm, palm kernel, rapeseed), lean cocoa (4.7%), starches (wheat), glucose syrup, baking powders: ammonium and sodium carbonates, salt, skimmed milk powder, whey permeate powder (milk), emulsifier:  sunflower lecithin, aromas",Ultra processed foods
La Boulangère,Pain de mie grandes tranches Seigle & Graines 500g - La Boulangère - 500 g,"Plant-based foods and beverages,  Plant-based foods"," Rye breads,  fr:Aliments et boissons","French: 
                    
                    Farine de BLÉ* 41 % , eau, graines de lin brun 6,1 %, graines de lin jaune 6,1 %, graines de tournesol décortiquées 6 %, farine de SEIGLE 5,1 %, GLUTEN DE BLÉ, farine d'ORGE maltée torréfiée, levure, extrait de malt d'ORGE, sel, vinaigre, arôme naturel (contient alcool), conservateur : propionate de calcium, antioxydant : extrait d'acérola. Traces éventuelles d'œufs, lait, graines de sésame, soja et moutarde. * Ingrédient issu du commerce équitable français.",Ultra processed foods
Bjorg,Fourrés Chocolat 🍫noir BIO - Bjorg - 225 g,"Snacks,  Sweet snacks"," Filled biscuits,  Dark chocolate biscuits","French: 
                    
                    Farine de blé 39 %, chocolat noir 25 % (pâte de cacao, sucre de canne, beurre de cacao), sucre de canne roux non raffiné, farine complète de blé 15 %, huile de tournesol oléique, arôme naturel de vanille, lait écrémé en poudre, sel de mer, poudres à lever : carbonates d'ammonium, carbonates de sodium, épaississant : gomme d'acacia, antioxydant : extraits de romarin.",Ultra processed foods
"Wasa, Barilla",wasa - 270 g,"Plant-based foods and beverages,  Plant-based foods"," Breads,  Crispbreads","Farine complète de SEIGLE (110 g*), sel.",Processed foods
"St Hubert, St hubert bio",St hubert bio doux 230g ss hdp - 230 g,"Plant-based foods and beverages,  Plant-based foods"," Margarines,  Light margarines","organic vegetable oils 52% (oleic sunflower, rapeseed, coconut, shea, hazelnut), water, salt, emulsifier (organic soy lecithin), stabilizing (pectin)",Ultra processed foods
Lindt,85% Cocoa Robust Dark Chocolate Bar - Lindt - 100 g,"Snacks,  Sweet snacks"," Dark chocolate bar with more than 70% cocoa,  Extra fine dark chocolates","cocoa mass, fat-reduced cocoa, cocoa butter, demerara sugar, vanilla",Processed foods
Gerblé,"Gerble - Soy Orange Cookie, 280g (9.9oz) - 280 g","Snacks,  Breakfasts"," Shortbread biscuit with fruits,  Sablés à l'orange","wheat flour 57,8%, red cane sugar, rapeseed oil, soy flakes 7%, wheat germ 5,3%, dehydrated oranges 1,5%, magnesium, emulsifier: rapeseed lecithins, sugar, calcium, starch, oat fibre, sea salt, uptake powders (citric acid, sodium carbonates, ammonium carbonates), natural orange flavour, milk proteins, wheat starch, vitamins b1, b5, b6, b9, pp, e (lactose , milk proteins), made in a workshop that uses nuts,   lupin , sesame and eggs",Ultra processed foods
Lindt,Doux 70% noir subtil - Lindt - 100g,"Snacks,  Sweet snacks"," Dark chocolates,  Dark chocolate bar with more than 70% cocoa","cocoa mass, sugar, cocoa butter, emulsifier (soya lecithin), vanilla, may contain hazelnuts, almonds, milk",Ultra processed foods
Ferrero,Nutella - Ferrero - 700g,"Breakfasts,  Spreads"," Chocolate spreads,  Cocoa and hazelnuts spreads","sugar, palm oil, noisettes 13%, milk skimmed powder 8,7%, lean cocoa 7,4%, emulsifiers: lecithins (soja), vanillin",Ultra processed foods
Amora,Amora grand mayonn 415g - 415 g,"Condiments,  Sauces"," Mayonnaises,  Dijon mayonnaises","vegetable oils (sunflower, rapeseed), white wine vinegar, water, dijon mustard and 5,5 % (water, mustard seeds, spirit vinegar, salt), egg yolk from hens raised outdoors, or 5,1%, salt, sugar, dextrin, thickener : xanthan gum, aroma, colourings : lutein and paprika extract",Ultra processed foods
"LU, Napolitain, Mondelez",Napolitain - L'original - LU - 180 g (6 x 30 g),"Snacks,  Sweet snacks"," Cakes,  Filled sponge cake slices","wheat flour 24%, sugar, palm oil, glucose-fructose syrup, eggs 7.5%, chocolate powder 6.5% (sugar, cocoa powder), stabilizers (glycerol, sorbitol), whey powder (milk), starches, glucose syrup, flavourings (contains alcohol), lean cocoa powder, rapeseed oil, baking powders (ammonium carbonates, diphosphates, sodium carbonates), cocoa butter, salt,  shea fat, skimmed milk powder, emulsifiers (e472b, e472a, soy lecithins, e471, e473), thickener (xanthan gum), dye (e160a), concentrated butter, acidity regulators (sodium citrates, citric acid, tartaric acid), preservative (potassium sorbate)",Ultra processed foods
"Nestlé, Ricore",RICORE Original - Nestlé - 100 g,"Plant-based foods and beverages,  Beverages"," Instant beverages,  Instant mix of chicory and coffee powder","soluble coffee 33.2%, chicory fiber (oligofructose) 33%, soluble chicory 30%, magnesium sulfate",Unprocessed or minimally processed foods
GERBLE,"Gerble - Fig Bran Cookie, 210g (7.5oz) - 210 g","Snacks,  Sweet snacks"," fr:Biscuits au son de blé,  fr:Biscuits au son de blé et la figue","wholemeal wheat flour 26.5%, wheat flour 26.1%, wheat bran 19.9%, rapeseed oil, brown cane sugar, fig paste 5.1%, natural fig flavour, natural flavour, emulsifier: rapeseed lecithins, baking powders (citric acid, potassium carbonates, sodium carbonates), made in a workshop that uses nuts, lupine,  eggs, sesame and soy",Ultra processed foods
Mutti,Polpa - Mutti - 400g,"Plant-based foods and beverages,  Plant-based foods"," Canned tomatoes,  Tomato pulps","tomatoes 99.8%, salt",Processed foods
Pringles,Pringles Original - 175 g,"Snacks,  Salty snacks"," Crisps,  Salty snacks made from potato","French: 
                    
                    Pommes de terre déshydratées, huiles végétales (tournesol, palme, maïs) en proportion variable, farine de blé, farine de maïs, farine de riz, maltodextrine, émulsifiant (E471), sel, colorant (norbixine de rocou).",Ultra processed foods
Jardin Bio,Tartines craquantes quinoa - pois chiche - Jardin Bio,"Plant-based foods and beverages,  Plant-based foods"," Cereals and potatoes,  Extruded crispbreads","rice flour* 50%, buckwheat flour* 25.5%, maize flour* 18%, teff flour* 6%, sea salt, *products from organic farming",Processed foods
Badoit,Eau minérale naturelle finement pétillante - Badoit - 1 L,"Beverages,  Carbonated drinks"," Natural mineral waters,  Carbonated mineral waters",natural mineral water with added carbon dioxide gas,Unprocessed or minimally processed foods
Heinz,Ketchup - Heinz - 250 g,"Condiments,  Sauces"," Ketchup,  Tomato Ketchup","tomatoes (148g per 100g tomato ketchup), vinegar, sugar, salt, herbs and spices",Processed foods
Lu,Véritable Petit Beurre Pocket - lu - 300 g,"Snacks,  Sweet snacks"," Biscuits,  Petit-Beurre","wheat flour 72 % -  sugar - butter 13,6 % - skimmed milk powder 1,3 % (the equivalent skim milk 13 %) - salt - baking powder : carbonate acid, ammonium carbonate acid of sodium - corrector of acidity : citric acid - aroma",Ultra processed foods
"Elle & Vire, Savencia",Carré frais 0% - Elle & Vire - 200g (8x25g),"Dairies,  Fermented foods"," Produits laitiers,  Produits laitiers fermentés","skimmed milk (origin: france), salt, lactic ferments",Processed foods
Gerblé,"Gerblé - Apple Hazelnut Cookie, 230g (8.2oz) - 230 g","Snacks,  Sweet snacks"," Biscuits,  Dry biscuits","wheat flour 68,5 %, rapeseed oil, fruit sugar syrup, concentrated apple juice 5,3 %, roasted hazelnuts 5,3 %, wheat germ 5,2 %, chicory fibre: fructooligosaccharides, barley malt extract, natural apple flavour, emulsifier: rapeseed lecithins, wheat starch , baking powders (potassium tartrates, potassium carbonates), vitamins b1, b2,  b6, b9, pp and e, made in a workshop that uses other nuts, lupine, milk, sesame and soy",Ultra processed foods
Weetabix,Weetabix Original 95% Wholegrain Wheat Cereal - 430 g,"Plant-based foods and beverages,  Plant-based foods"," Breakfast cereals,  fr:Weetabix","Whole wheat (95%), malted barley extract, sugar, salt, niacin, iron, riboflavin (b2), thiamin (b1), folic acid.",Processed foods
"Heudebert, Lu, Mondelez","Biscotte Fibres+ - Heudebert - 280g, 2 sachets de 16 biscottes","Plant-based foods and beverages,  Plant-based foods"," Multigrain rusks,  Wholemeal rusks","French: 
                    
                    Céréales 95.2 % (farine complète de blé 94.4 % (dont son de blé 16 %), farine de blé malté), levure, huile de palme, gluten de blé, sirop de glucose-fructose, sucre, son de blé, sel, agent de traitement de la farine (acide ascorbique)",Ultra processed foods
Quaker,Flocons d'avoine complète - Quaker - 550 g,"Plant-based foods and beverages,  Plant-based foods"," Rolled flakes,  Rolled oats",100 % oats,Unprocessed or minimally processed foods
Harrys,Brioche tressée à la main sans additifs - Harrys - 500 g,"Snacks,  Sweet snacks"," Pure butter brioche,  fr:Brioches natures","wheat flour 52%, eggs 12%, water, rapeseed oil 11%, sugar 9%, glucose-fructose syrup, sugar beaded 2,4% (sugar, vegetable fat : shea butter, aroma), wheat gluten, yeast, flavourings including orange flower (contains alcohol), vegetable extracts for coloring (turmeric, paprika), salt, fiber of wheat, flour, malted barley extract, acerola, may contain traces of soy, milk, fruits nuts and sesame seeds",Ultra processed foods
Lu,"Belvita Brut & 5 céréales complètes - Lu - 400 g , 8x 4 biscuits","Snacks,  Sweet snacks"," Biscuits,  fr:Biscuits petit déjeuner","cereals 69,5 % [wholegrain cereals to 42,4 % (flakes of rye, with 17,5 %, oat flakes of 15,3 %, oatmeal or 6,7 %, spelt wholemeal flour (wheat) 1 %, whole meal flour of barley, 1 %, whole meal flour of wheat 0,9 %), wheat flour 27,1 per cent ], sugar, rapeseed oil, cane sugar, baking powder (carbonate acid sodium carbonate acid, ammonium diphosphate disodium), minerals (calcium carbonate,  magnesium carbonates, elemental iron), salt, invert sugar syrup, barley malt syrup, emulsifier (soya lecithin), skimmed milk powder",Ultra processed foods
J.D. Gross,Dark Chocolate 70% - J.D. Gross - 125g,"Snacks,  Sweet snacks"," Chocolates,  Dark chocolates","cocoa mass, sugar, cocoa butter, emulsifier ( soya  lecithins),vanilla extract",Ultra processed foods
Bjorg,"Muesli Raisin, Figue, Abricot - Bjorg - 375 g","Plant-based foods and beverages,  Plant-based foods"," Mueslis,  Mueslis with fruits","French: 
                    
                    Flocons d'avoine* complète 44%, Flocons de blé* complet 11%, Raisins* 10%, (raisins*, huile de tournesol*), Pétales de maïs* 9%, Figues* séchées 9% (figues*, farine de riz*), Flocons d'épeautre* complet (blé) 5%, Abricots* secs 4% (abricots*, farine de riz*), Graines de tournesol* 3%, Pétales d'épeautre* complet (blé) 2%, Graines de lin* 2%, Graines de courge* 1%",Processed foods
Bjorg,Amande sans sucre - Bjorg - 1 l,"Plant-based foods and beverages,  Beverages"," Almond-based drinks,  Unsweetened plain almond-based drinks","French: 
                    
                    Lait d'amandes (eau, amandes 2,8%), amidon de riz, arôme naturel d'amande, sel marin, stabilisants: gomme guar, gomme xanthane",Ultra processed foods
Heinz,Baked beans in tomato sauce - Heinz - 415 g,"Plant-based foods and beverages,  Plant-based foods"," Baked beans in tomato sauce,  Canned common beans","Beans, Tomatoes, Water, Sugar, Spirit vinegar, Modified maize amydy, Salt, Spice extracts, Herb extract",Processed foods
"Milbona, Lidl",High Protein Chocolate Flavor Pudding - Milbona - 200 g,"Desserts,  Chocolate desserts","Desserts,  Chocolate desserts","skimmed milk, milk protein, cream, 2% low-fat cocoa powder, modified starch, thickener: carrageenan, sodium carboxymethylcellulose, natural flavouring, flavouring, sweetener: acesulfame k, sucralose, lactase",Ultra processed foods
Alpro,Natural with Coconut - Alpro - 500 g,"Plant-based foods and beverages,  Fermented foods"," Non-dairy yogurts,  Soy milk yogurts","soy base (water, peeled soybeans (10,4%)], coconut milk (4,3%) (coconut ceme, water), sugar, tricalcium citrate, acidity regulators (sodium citrates, citric acid), stabilizer (pectins), natural flavor, sea salt, antioxidant (strong tocopherol-active extract, fatty acid ester of ascorbic acid), vitamins (b12, d2), yogurt cultures (str,thermophilus, l, bulgaricus), may contain traces of nuts (no peanuts)",Ultra processed foods
Nestlé,Arome MAGGI - Nestlé - 200ml,"Condiments,  Food additives"," Sauces,  Flavors","flavors (wheat protein) water - salt - flavor enhancers : monosodium glutamate, inosinate disodium - sugar",Ultra processed foods
Parmentier,sardines huile d olive - Parmentier - 135 g (95 g égoutté),"Seafood,  Fishes and their products"," Sardines in oil,  Sardines in olive oil","sardines , extra virgin olive oil, salt",Processed foods
"Caprice des Dieux, Savencia",Caprice des dieux - 300 g,"Dairies,  Fermented foods"," Soft cheese with a natural rind,  Soft cheeses with washed rind","pasteurized cow's milk and cream from france, salt, lactic ferments (milk)",Processed foods
"Nestlé, Nesquik",NESQUIK Cacao - Nestlé - 1 kg,"Beverages,  Cocoa and its products"," Chocolate powders,  Malted cocoa","sugar, lean cocoa powder 23%*, emulsifier: soy lecithin, salt, vitamins: c, d, natural flavor, cinnamon",Ultra processed foods
Fairglobe,Chocolat noir bio cacao 70% - Fairglobe - 100 g,"Snacks,  Sweet snacks"," Chocolates,  Dark chocolates","cocoa mass, cane sugar, cocoa butter, emulsifier: lecithins (soya), from controlled organic cultivation, cocoa: 70% minimum",Ultra processed foods
"Alesto, Lidl",Fruit & Nut Mix - Alesto - 200 g,"Plant-based foods and beverages,  Plant-based foods"," Dried mixed fruits,  fr:oleagin","25% walnuts, 25% almonds, 25% sultanas raisins (24,9% sultanas raisins, sunflower oil), 25% cranberry preparation (15% cranberries, 9,8% sugar, sunflower oil), possible traces of other nuts and peanuts",Processed foods
La Boulangère,Brioche Tranchée Bio 400g - La Boulangère - 400 g,"Snacks,  Breakfasts"," Pure butter brioche,  fr:Brioches tranchées","wheat flour*/** 54%, whole eggs*/** 14%, brown cane sugar*, sunflower oil*, sourdough, quot, (water, bleach*/** flour 1.9% and rye*, yeast), wheat gluten, natural vanilla flavor (contains alcohol), salt, yeast, vanilla extract*, deactivated yeast, traces of milk and possible traces of soy, * ingredients from organic farming, ** french fair trade ingredients",Ultra processed foods
